lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-04-20 03:15:56.669224,,,,,31.0,0.16634036600589752,0.0011392846936360002,0.16634036600589752,0.20514163374900818,0.0009739654487930238,0.20514163374900818,,,
,2023-04-20 03:15:56.757542,,,,,31.0,,,,,,,0.14558929204940796,0.003225324908271432,0.14558929204940796
0.02,2023-04-20 03:16:45.634560,,,,,,,,,,,,,,
,2023-04-20 03:16:46.623888,0.04316309839487076,0.00015676833572797477,0.04316309839487076,4849.0,32.0,,,,,,,,,
0.02,2023-04-20 03:17:35.148924,,,,,,,,,,,,,,
,2023-04-20 03:17:36.135299,0.10849238187074661,0.0004036866594105959,0.10849238187074661,4899.0,32.0,,,,,,,,,
0.02,2023-04-20 03:18:24.767666,,,,,,,,,,,,,,
,2023-04-20 03:18:25.750289,0.13366100192070007,0.0005231853574514389,0.13366100192070007,4949.0,32.0,,,,,,,,,
,2023-04-20 03:18:28.078617,,,,,32.0,0.11115340888500214,0.000690119166392833,0.11115340888500214,0.1392328292131424,0.0006485021440312266,0.1392328292131424,,,
,2023-04-20 03:18:28.136398,,,,,32.0,,,,,,,0.1426081657409668,0.0020847844425588846,0.1426081657409668
0.02,2023-04-20 03:19:16.931670,,,,,,,,,,,,,,
,2023-04-20 03:19:18.628503,0.2665339410305023,0.0017272059340029955,0.2665339410305023,4999.0,33.0,,,,,,,,,
0.02,2023-04-20 03:22:31.321808,,,,,,,,,,,,,,
,2023-04-20 03:22:32.307486,0.024109911173582077,9.639507334213704e-05,0.024109911173582077,5049.0,33.0,,,,,,,,,
0.02,2023-04-20 03:23:20.850494,,,,,,,,,,,,,,
,2023-04-20 03:23:21.839062,0.0637856051325798,0.00022990014986135066,0.0637856051325798,5099.0,33.0,,,,,,,,,
,2023-04-20 03:23:24.184775,,,,,33.0,0.06414181739091873,0.00026465728296898305,0.06414181739091873,0.15562337636947632,0.001364552997983992,0.15562337636947632,,,
,2023-04-20 03:23:24.255765,,,,,33.0,,,,,,,0.15192148089408875,0.0014294269494712353,0.15192148089408875
0.02,2023-04-20 03:24:13.017066,,,,,,,,,,,,,,
,2023-04-20 03:24:14.000964,0.0653931051492691,0.0002278507745359093,0.0653931051492691,5149.0,34.0,,,,,,,,,
0.02,2023-04-20 03:25:02.561184,,,,,,,,,,,,,,
,2023-04-20 03:25:03.550490,0.10373611748218536,0.0005478857783600688,0.10373611748218536,5199.0,34.0,,,,,,,,,
0.02,2023-04-20 03:25:52.233744,,,,,,,,,,,,,,
,2023-04-20 03:25:53.219828,0.08133655786514282,0.00031732197385281324,0.08133655786514282,5249.0,34.0,,,,,,,,,
,2023-04-20 03:25:55.551393,,,,,34.0,0.11988271772861481,0.0007006985833868384,0.11988271772861481,0.15064458549022675,0.0006029178039170802,0.15064458549022675,,,
,2023-04-20 03:25:55.603543,,,,,34.0,,,,,,,0.1534818857908249,0.002308998256921768,0.1534818857908249
0.02,2023-04-20 03:26:44.537844,,,,,,,,,,,,,,
,2023-04-20 03:26:45.523966,0.18688362836837769,0.000776899338234216,0.18688362836837769,5299.0,35.0,,,,,,,,,
0.02,2023-04-20 03:27:34.095868,,,,,,,,,,,,,,
,2023-04-20 03:27:35.084034,0.1965831071138382,0.004543163347989321,0.1965831071138382,5349.0,35.0,,,,,,,,,
0.02,2023-04-20 03:28:23.675665,,,,,,,,,,,,,,
,2023-04-20 03:28:24.657303,0.13038533926010132,0.0012803013669326901,0.13038533926010132,5399.0,35.0,,,,,,,,,
,2023-04-20 03:28:26.973246,,,,,35.0,0.2100629359483719,0.008160077966749668,0.2100629359483719,0.2064976692199707,0.002839788096025586,0.2064976692199707,,,
,2023-04-20 03:28:27.065486,,,,,35.0,,,,,,,0.14163780212402344,0.003461544867604971,0.14163780212402344
0.02,2023-04-20 03:29:15.867961,,,,,,,,,,,,,,
,2023-04-20 03:29:16.848485,0.22550863027572632,0.002132088178768754,0.22550863027572632,5449.0,36.0,,,,,,,,,
0.02,2023-04-20 03:30:05.397295,,,,,,,,,,,,,,
,2023-04-20 03:30:07.096345,0.11560501158237457,0.00039506502798758447,0.11560501158237457,5499.0,36.0,,,,,,,,,
0.02,2023-04-20 03:33:19.803077,,,,,,,,,,,,,,
,2023-04-20 03:33:20.788123,0.3115599751472473,0.005533858202397823,0.3115599751472473,5549.0,36.0,,,,,,,,,
,2023-04-20 03:33:23.142444,,,,,36.0,0.12789210677146912,0.0004305719048716128,0.12789210677146912,0.11301520466804504,0.0004329868534114212,0.11301520466804504,,,
,2023-04-20 03:33:23.205553,,,,,36.0,,,,,,,0.15414968132972717,0.002387618413195014,0.15414968132972717
0.02,2023-04-20 03:34:12.134397,,,,,,,,,,,,,,
,2023-04-20 03:34:13.120486,0.1477566659450531,0.0007286894833669066,0.1477566659450531,5599.0,37.0,,,,,,,,,
0.02,2023-04-20 03:35:01.678306,,,,,,,,,,,,,,
,2023-04-20 03:35:02.664249,0.07276414334774017,0.00025170936714857817,0.07276414334774017,5649.0,37.0,,,,,,,,,
0.02,2023-04-20 03:35:51.226576,,,,,,,,,,,,,,
,2023-04-20 03:35:52.212031,0.21620401740074158,0.006964495871216059,0.21620401740074158,5699.0,37.0,,,,,,,,,
,2023-04-20 03:35:54.576400,,,,,37.0,0.12593045830726624,0.0021904525347054005,0.12593045830726624,0.18551716208457947,0.0009353343630209565,0.18551716208457947,,,
,2023-04-20 03:35:54.674744,,,,,37.0,,,,,,,0.14521752297878265,0.0024818710517138243,0.14521752297878265
0.02,2023-04-20 03:36:43.471594,,,,,,,,,,,,,,
,2023-04-20 03:36:44.456643,0.1656516045331955,0.0009009372442960739,0.1656516045331955,5749.0,38.0,,,,,,,,,
0.02,2023-04-20 03:37:32.906956,,,,,,,,,,,,,,
,2023-04-20 03:37:33.893740,0.1342732012271881,0.0005307835526764393,0.1342732012271881,5799.0,38.0,,,,,,,,,
0.02,2023-04-20 03:38:22.476301,,,,,,,,,,,,,,
,2023-04-20 03:38:23.457489,0.13259078562259674,0.0005099387490190566,0.13259078562259674,5849.0,38.0,,,,,,,,,
,2023-04-20 03:38:25.760144,,,,,38.0,0.18190942704677582,0.002254253486171365,0.18190942704677582,0.11021517962217331,0.00038740411400794983,0.11021517962217331,,,
,2023-04-20 03:38:25.811966,,,,,38.0,,,,,,,0.13886402547359467,0.0020024480763822794,0.13886402547359467
0.02,2023-04-20 03:39:14.624546,,,,,,,,,,,,,,
,2023-04-20 03:39:15.609425,0.14352759718894958,0.0006387042813003063,0.14352759718894958,5899.0,39.0,,,,,,,,,
0.02,2023-04-20 03:40:04.265249,,,,,,,,,,,,,,
,2023-04-20 03:40:05.253501,0.2726573944091797,0.018702780827879906,0.2726573944091797,5949.0,39.0,,,,,,,,,
0.02,2023-04-20 03:40:53.924882,,,,,,,,,,,,,,
,2023-04-20 03:40:55.611095,0.020984627306461334,8.213626279029995e-05,0.020984627306461334,5999.0,39.0,,,,,,,,,
,2023-04-20 03:40:57.932289,,,,,39.0,0.22845472395420074,0.0015869700582697988,0.22845472395420074,0.08121246844530106,0.000289520132355392,0.08121246844530106,,,
,2023-04-20 03:40:58.023549,,,,,39.0,,,,,,,0.14201141893863678,0.0020426041446626186,0.14201141893863678
0.02,2023-04-20 03:44:11.149244,,,,,,,,,,,,,,
,2023-04-20 03:44:12.133942,0.12380582094192505,0.000491870625410229,0.12380582094192505,6049.0,40.0,,,,,,,,,
0.02,2023-04-20 03:45:00.687102,,,,,,,,,,,,,,
,2023-04-20 03:45:01.676020,0.2431063950061798,0.0014969601761549711,0.2431063950061798,6099.0,40.0,,,,,,,,,
,2023-04-20 03:45:01.748005,,,,,40.0,,,,,,,0.14638526737689972,0.0019265455193817616,0.14638526737689972
